,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission
478,Somerset Operating Co LLC,NY,43.358889,-78.604722,1984,Coal,655,160448000.0,1699406.1590000002,174360.03000000003,Gas,-196.24363137297414,119598.98525053443,0.00011959898525053443,0.0,Coal_Gas,174360.03000000003
326,West Lorain,OH,41.429444,-82.264444,1973,Gas_SC,555,73356000.0,888018.975,51151.294,Gas,-193.2753914443748,26114.826118556804,0.00014571381136909125,0.00011959898525053443,Gas_Gas,225511.32400000002
159,Paddys Run,KY,38.223592,-85.841704,1968,Gas_SC,226,37974000.0,373420.159,22061.642,Gas,-188.89498335264028,9101.082109467201,0.00015481489347855844,0.00014571381136909125,Gas_Gas,247572.96600000001
772,Indeck Oswego Energy Center,NY,43.471745,-76.493474,1990,Gas_CC,57,20428000.0,184664.225,10974.925,Gas,-187.31569485147995,4002.8304762784,0.00015881772395483687,0.00015481489347855844,Gas_Gas,258547.891
683,Waterford 1 & 2,LA,29.998884,-90.47684,1975,Gas_SC,931,134210000.0,1479339.405,88188.89199999999,Gas,-185.62149874843809,42382.89992888799,0.00020120062388372486,0.00015881772395483687,Gas_Gas,346736.783
184,Dickerson,MD,39.2097,-77.4644,1959,Coal,933,282632000.0,2854660.235,267877.677,Gas,-184.79202932416814,171415.12464888964,0.0003726157485326145,0.00020120062388372486,Coal_Gas,614614.46
145,Gordon Evans Energy Center,KS,37.7903,-97.521667,1961,Gas_SC,902,134118000.0,1473745.773,87637.59,Gas,-182.2685473683606,41862.9976105104,0.0004144787461431249,0.0003726157485326145,Gas_Gas,702252.0499999999
254,Clark (NVE),NV,36.0875,-115.0507,1955,Gas_SC,1556,305307000.0,2762815.958,164189.31399999998,Gas,-177.95952311644598,59987.76403162959,0.0004744665101747545,0.0004144787461431249,Gas_Gas,866441.364
708,Carson Cogeneration,CA,33.8759,-118.2491,1989,Gas_CC,55,21575000.0,188613.65,11209.479,Gas,-177.35066020460408,3845.91235866,0.0004783124225334145,0.0004744665101747545,Gas_Gas,877650.843
258,Merrimack,NH,43.1411,-71.4692,1960,Coal,494,143744000.0,1432798.63,144674.354,Gas,-176.73963549178382,95614.39927032319,0.0005739268218037377,0.00047831242253341445,Coal_Gas,1022325.1969999999
319,Avon Lake,OH,41.504453,-82.054619,1949,Coal,873,273478000.0,2536566.807,260085.369,Gas,-173.4361873140378,166747.08497031842,0.0007406739067740562,0.0005739268218037377,Coal_Gas,1282410.5659999999
341,Brunot Island,PA,40.464851,-80.043761,1972,Gas_CC,414,96989000.0,1344596.326,79904.876,Gas,-172.75710214922267,46802.44425135921,0.0007874763510254154,0.0007406739067740562,Gas_Gas,1362315.4419999998
259,Schiller,NH,43.0978,-70.7842,1952,Coal,171,26631000.0,516433.601,50943.944,Gas,-167.83876181660258,41854.7600729768,0.0008293311110983922,0.0007874763510254154,Coal_Gas,1413259.3859999997
361,Hagood,SC,32.8265,-79.9634,1991,Gas_SC,176,18096000.0,242570.411,16567.102,Gas,-159.0522933970864,10390.9211452288,0.000839722032243621,0.0008293311110983922,Gas_Gas,1429826.4879999997
